Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.0016
Sample Interval,1e-05
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,-0.02
,
,
,
Label,
TIME,CH2
-3.00e-04,-0.012
-2.90e-04,-0.044
-2.80e-04,0.02
-2.70e-04,0.052
-2.60e-04,-0.156
-2.50e-04,-0.02
-2.40e-04,0.068
-2.30e-04,-0.028
-2.20e-04,-0.116
-2.10e-04,-0.1
-2.00e-04,-0.004
-1.90e-04,0.052
-1.80e-04,0.068
-1.70e-04,-0.028
-1.60e-04,0.148
-1.50e-04,0.012
-1.40e-04,0.044
-1.30e-04,0.028
-1.20e-04,0.068
-1.10e-04,0.06
-1.00e-04,0.076
-9.00e-05,0.084
-8.00e-05,-0.052
-7.00e-05,0.084
-6.00e-05,-0.068
-5.00e-05,0.02
-4.00e-05,0.132
-3.00e-05,-0.06
-2.00e-05,0.02
-1.00e-05,0.044
-0.00e+00,0.084
1.00e-05,-0.06
2.00e-05,-0.036
3.00e-05,-0.084
4.00e-05,-0.044
5.00e-05,0.028
6.00e-05,-0.052
7.00e-05,0.068
8.00e-05,-0.036
9.00e-05,-0.004
1.00e-04,0.004
1.10e-04,0.124
1.20e-04,-0.02
1.30e-04,0.02
1.40e-04,0.012
1.50e-04,-0.188
1.60e-04,0.02
1.70e-04,-0.012
1.80e-04,0.036
1.90e-04,-0.012
2.00e-04,-0.1
2.10e-04,-0.116
2.20e-04,0.02
2.30e-04,-0.14
2.40e-04,0.116
2.50e-04,0.004
2.60e-04,0.132
2.70e-04,-0.156
2.80e-04,-0.004
2.90e-04,0.1
3.00e-04,-0.1
3.10e-04,0.036
3.20e-04,0.02
3.30e-04,0.196
3.40e-04,-0.044
3.50e-04,0.028
3.60e-04,0.132
3.70e-04,0.004
3.80e-04,-0.012
3.90e-04,-0.036
4.00e-04,-0.148
4.10e-04,0.06
4.20e-04,0.004
4.30e-04,0.052
4.40e-04,0.02
4.50e-04,0.068
4.60e-04,-0.068
4.70e-04,0.012
4.80e-04,-0.02
4.90e-04,0.028
5.00e-04,-0.076
5.10e-04,0.004
5.20e-04,0.044
5.30e-04,0.004
5.40e-04,0.012
5.50e-04,0.02
5.60e-04,0.052
5.70e-04,-0.044
5.80e-04,-0.02
5.90e-04,-0.108
6.00e-04,0.02
6.10e-04,-0.02
6.20e-04,0.044
6.30e-04,0.084
6.40e-04,-0.02
6.50e-04,-0.124
6.60e-04,0.004
6.70e-04,0.076
6.80e-04,0.076
6.90e-04,0.004
7.00e-04,-0.076
7.10e-04,0.06
7.20e-04,-0.1
7.30e-04,-0.036
7.40e-04,0.1
7.50e-04,-0.02
7.60e-04,0.052
7.70e-04,-0.052
7.80e-04,0.06
7.90e-04,-0.02
8.00e-04,0.02
8.10e-04,-0.036
8.20e-04,0.132
8.30e-04,0.004
8.40e-04,0.1
8.50e-04,0.092
8.60e-04,0.068
8.70e-04,-0.052
8.80e-04,0.004
8.90e-04,-0.012
9.00e-04,0.028
9.10e-04,0.076
9.20e-04,0.116
9.30e-04,0.116
9.40e-04,-0.068
9.50e-04,-0.004
9.60e-04,-0.004
9.70e-04,-0.028
9.80e-04,-0.028
9.90e-04,-0.004
1.00e-03,0.012
1.01e-03,-0.012
1.02e-03,0.02
1.03e-03,-0.052
1.04e-03,0.004
1.05e-03,-0.02
1.06e-03,-0.004
1.07e-03,0.004
1.08e-03,0.052
1.09e-03,0.044
1.10e-03,0.02
1.11e-03,-0.004
1.12e-03,0.052
1.13e-03,-0.076
1.14e-03,0.044
1.15e-03,0.004
1.16e-03,0.036
1.17e-03,0.052
1.18e-03,-0.076
1.19e-03,-0.004
1.20e-03,-0.036
1.21e-03,0.084
1.22e-03,-0.084
1.23e-03,0.076
1.24e-03,0.036
1.25e-03,0.036
1.26e-03,0.06
1.27e-03,-0.092
1.28e-03,0.084
1.29e-03,0.044
1.30e-03,0.052
1.31e-03,0.06
1.32e-03,-0.068
1.33e-03,0.052
1.34e-03,-0.156
1.35e-03,0.084
1.36e-03,0.012
1.37e-03,-0.092
1.38e-03,0.02
1.39e-03,0.076
1.40e-03,0.1
1.41e-03,0.02
1.42e-03,0.124
1.43e-03,0.1
1.44e-03,-0.036
1.45e-03,0.124
1.46e-03,0.06
1.47e-03,0.132
1.48e-03,-0.076
1.49e-03,-0.052
1.50e-03,-0.004
1.51e-03,-0.076
1.52e-03,-0.044
1.53e-03,-0.044
1.54e-03,0.004
1.55e-03,-0.02
1.56e-03,0.06
1.57e-03,-0.036
1.58e-03,0.02
1.59e-03,0.02
1.60e-03,0.036
1.61e-03,-0.068
1.62e-03,-0.02
1.63e-03,-0.036
1.64e-03,-0.004
1.65e-03,-0.028
1.66e-03,0.1
1.67e-03,-0.084
1.68e-03,0.068
1.69e-03,0.044
1.70e-03,0.052
1.71e-03,0.028
1.72e-03,-0.044
1.73e-03,0.004
1.74e-03,-0.132
1.75e-03,0.06
1.76e-03,-0.028
1.77e-03,-0.044
1.78e-03,0.148
1.79e-03,-0.036
1.80e-03,-0.108
1.81e-03,0.012
1.82e-03,-0.076
1.83e-03,0.02
1.84e-03,0.028
1.85e-03,-0.076
1.86e-03,-0.068
1.87e-03,0.036
1.88e-03,0.012
1.89e-03,0.036
1.90e-03,-0.02
1.91e-03,0.06
1.92e-03,0.036
1.93e-03,-0.004
1.94e-03,0.004
1.95e-03,0.06
1.96e-03,0.084
1.97e-03,-0.076
1.98e-03,0.052
1.99e-03,-0.084
2.00e-03,0.052
2.01e-03,-0.012
2.02e-03,0.004
2.03e-03,-0.092
2.04e-03,0.044
2.05e-03,0.02
2.06e-03,-0.06
2.07e-03,0.044
2.08e-03,-0.116
2.09e-03,0.02
2.10e-03,-0.084
2.11e-03,0.004
2.12e-03,0.036
2.13e-03,0.084
2.14e-03,-0.068
2.15e-03,0.028
2.16e-03,-0.076
2.17e-03,-0.052
2.18e-03,-0.06
2.19e-03,0.036
2.20e-03,-0.004
2.21e-03,-0.06
2.22e-03,-0.108
2.23e-03,0.052
2.24e-03,0.02
2.25e-03,-0.028
2.26e-03,0.1
2.27e-03,-0.044
2.28e-03,-0.028
2.29e-03,-0.02
2.30e-03,-0.02
2.31e-03,0.004
2.32e-03,0.004
2.33e-03,0.012
2.34e-03,0.028
2.35e-03,0.1
2.36e-03,-0.052
2.37e-03,0.084
2.38e-03,0.02
2.39e-03,-0.044
2.40e-03,-0.084
2.41e-03,-0.012
2.42e-03,0.084
2.43e-03,0.012
2.44e-03,0.132
2.45e-03,-0.116
2.46e-03,0.004
2.47e-03,0.148
2.48e-03,-0.028
2.49e-03,0.02
2.50e-03,0.004
2.51e-03,-0.028
2.52e-03,0.06
2.53e-03,-0.044
2.54e-03,0.012
2.55e-03,0.14
2.56e-03,-0.036
2.57e-03,0.028
2.58e-03,-0.02
2.59e-03,0.052
2.60e-03,-0.004
2.61e-03,0.068
2.62e-03,-0.084
2.63e-03,-0.044
2.64e-03,-0.076
2.65e-03,-0.124
2.66e-03,0.012
2.67e-03,0.004
2.68e-03,0.108
2.69e-03,0.044
2.70e-03,0.06
2.71e-03,-0.044
2.72e-03,-0.108
2.73e-03,0.036
2.74e-03,0.052
2.75e-03,-0.012
2.76e-03,0.004
2.77e-03,-0.1
2.78e-03,0.06
2.79e-03,0.012
2.80e-03,0.02
2.81e-03,0.068
2.82e-03,-0.06
2.83e-03,-0.004
2.84e-03,0.012
2.85e-03,0.028
2.86e-03,0.036
2.87e-03,-0.084
2.88e-03,0.012
2.89e-03,0.052
2.90e-03,0.1
2.91e-03,0.012
2.92e-03,0.052
2.93e-03,0.02
2.94e-03,0.084
2.95e-03,0.076
2.96e-03,0.012
2.97e-03,0.06
2.98e-03,0.068
2.99e-03,-0.06
3.00e-03,-0.068
3.01e-03,-0.06
3.02e-03,0.076
3.03e-03,0.028
3.04e-03,0.1
3.05e-03,-0.036
3.06e-03,-0.028
3.07e-03,-0.068
3.08e-03,0.044
3.09e-03,-0.028
3.10e-03,0.068
3.11e-03,-0.06
3.12e-03,-0.092
3.13e-03,0.084
3.14e-03,-0.052
3.15e-03,-0.044
3.16e-03,-0.012
3.17e-03,-0.004
3.18e-03,-0.06
3.19e-03,-0.068
3.20e-03,-0.1
3.21e-03,-0.004
3.22e-03,-0.068
3.23e-03,-0.044
3.24e-03,-0.02
3.25e-03,-0.004
3.26e-03,0.172
3.27e-03,0.02
3.28e-03,-0.02
3.29e-03,0.1
3.30e-03,-0.004
3.31e-03,-0.02
3.32e-03,0.06
3.33e-03,-0.012
3.34e-03,-0.036
3.35e-03,0.004
3.36e-03,0.028
3.37e-03,-0.004
3.38e-03,0.18
3.39e-03,-0.164


