Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.0016
Sample Interval,1e-05
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,-0.02
,
,
,
Label,
TIME,CH2
-2.80e-04,-0.5
-2.70e-04,-0.484
-2.60e-04,-0.492
-2.50e-04,-0.476
-2.40e-04,-0.476
-2.30e-04,-0.476
-2.20e-04,-0.476
-2.10e-04,-0.452
-2.00e-04,-0.476
-1.90e-04,-0.452
-1.80e-04,-0.46
-1.70e-04,-0.444
-1.60e-04,-0.444
-1.50e-04,-0.436
-1.40e-04,-0.436
-1.30e-04,-0.444
-1.20e-04,-0.436
-1.10e-04,-0.42
-1.00e-04,-0.428
-9.00e-05,-0.404
-8.00e-05,-0.428
-7.00e-05,-0.42
-6.00e-05,-0.404
-5.00e-05,-0.42
-4.00e-05,-0.388
-3.00e-05,-0.396
-2.00e-05,-0.364
-1.00e-05,-0.388
-0.00e+00,-0.372
1.00e-05,-0.364
2.00e-05,-0.364
3.00e-05,-0.34
4.00e-05,-0.332
5.00e-05,-0.324
6.00e-05,-0.332
7.00e-05,-0.324
8.00e-05,-0.316
9.00e-05,-0.324
1.00e-04,-0.292
1.10e-04,-0.284
1.20e-04,-0.292
1.30e-04,-0.284
1.40e-04,-0.26
1.50e-04,-0.276
1.60e-04,-0.244
1.70e-04,-0.244
1.80e-04,-0.244
1.90e-04,-0.236
2.00e-04,-0.22
2.10e-04,-0.228
2.20e-04,-0.228
2.30e-04,-0.204
2.40e-04,-0.172
2.50e-04,-0.164
2.60e-04,-0.156
2.70e-04,-0.164
2.80e-04,-0.14
2.90e-04,-0.132
3.00e-04,-0.116
3.10e-04,-0.132
3.20e-04,-0.108
3.30e-04,-0.1
3.40e-04,-0.1
3.50e-04,-0.068
3.60e-04,-0.068
3.70e-04,-0.076
3.80e-04,-0.052
3.90e-04,-0.044
4.00e-04,-0.044
4.10e-04,-0.02
4.20e-04,-0.02
4.30e-04,-0.004
4.40e-04,-0.004
4.50e-04,0.012
4.60e-04,0.02
4.70e-04,0.036
4.80e-04,0.028
4.90e-04,0.052
5.00e-04,0.06
5.10e-04,0.06
5.20e-04,0.084
5.30e-04,0.092
5.40e-04,0.092
5.50e-04,0.1
5.60e-04,0.116
5.70e-04,0.14
5.80e-04,0.14
5.90e-04,0.132
6.00e-04,0.148
6.10e-04,0.172
6.20e-04,0.18
6.30e-04,0.196
6.40e-04,0.188
6.50e-04,0.212
6.60e-04,0.204
6.70e-04,0.228
6.80e-04,0.22
6.90e-04,0.244
7.00e-04,0.26
7.10e-04,0.276
7.20e-04,0.26
7.30e-04,0.276
7.40e-04,0.276
7.50e-04,0.276
7.60e-04,0.308
7.70e-04,0.308
7.80e-04,0.324
7.90e-04,0.316
8.00e-04,0.332
8.10e-04,0.356
8.20e-04,0.348
8.30e-04,0.348
8.40e-04,0.348
8.50e-04,0.38
8.60e-04,0.388
8.70e-04,0.38
8.80e-04,0.396
8.90e-04,0.38
9.00e-04,0.412
9.10e-04,0.412
9.20e-04,0.42
9.30e-04,0.404
9.40e-04,0.436
9.50e-04,0.428
9.60e-04,0.436
9.70e-04,0.444
9.80e-04,0.452
9.90e-04,0.436
1.00e-03,0.452
1.01e-03,0.452
1.02e-03,0.468
1.03e-03,0.484
1.04e-03,0.484
1.05e-03,0.476
1.06e-03,0.484
1.07e-03,0.484
1.08e-03,0.476
1.09e-03,0.484
1.10e-03,0.5
1.11e-03,0.492
1.12e-03,0.508
1.13e-03,0.492
1.14e-03,0.508
1.15e-03,0.508
1.16e-03,0.508
1.17e-03,0.508
1.18e-03,0.5
1.19e-03,0.516
1.20e-03,0.508
1.21e-03,0.5
1.22e-03,0.508
1.23e-03,0.5
1.24e-03,0.516
1.25e-03,0.516
1.26e-03,0.516
1.27e-03,0.508
1.28e-03,0.524
1.29e-03,0.524
1.30e-03,0.492
1.31e-03,0.524
1.32e-03,0.508
1.33e-03,0.532
1.34e-03,0.5
1.35e-03,0.508
1.36e-03,0.516
1.37e-03,0.516
1.38e-03,0.508
1.39e-03,0.508
1.40e-03,0.492
1.41e-03,0.508
1.42e-03,0.484
1.43e-03,0.476
1.44e-03,0.492
1.45e-03,0.476
1.46e-03,0.484
1.47e-03,0.484
1.48e-03,0.476
1.49e-03,0.476
1.50e-03,0.476
1.51e-03,0.452
1.52e-03,0.476
1.53e-03,0.452
1.54e-03,0.46
1.55e-03,0.444
1.56e-03,0.436
1.57e-03,0.444
1.58e-03,0.436
1.59e-03,0.428
1.60e-03,0.42
1.61e-03,0.412
1.62e-03,0.404
1.63e-03,0.404
1.64e-03,0.388
1.65e-03,0.38
1.66e-03,0.372
1.67e-03,0.356
1.68e-03,0.356
1.69e-03,0.356
1.70e-03,0.348
1.71e-03,0.348
1.72e-03,0.356
1.73e-03,0.324
1.74e-03,0.316
1.75e-03,0.316
1.76e-03,0.316
1.77e-03,0.284
1.78e-03,0.284
1.79e-03,0.284
1.80e-03,0.276
1.81e-03,0.26
1.82e-03,0.26
1.83e-03,0.252
1.84e-03,0.236
1.85e-03,0.22
1.86e-03,0.236
1.87e-03,0.22
1.88e-03,0.204
1.89e-03,0.196
1.90e-03,0.204
1.91e-03,0.172
1.92e-03,0.172
1.93e-03,0.14
1.94e-03,0.156
1.95e-03,0.124
1.96e-03,0.108
1.97e-03,0.116
1.98e-03,0.116
1.99e-03,0.1
2.00e-03,0.092
2.01e-03,0.076
2.02e-03,0.076
2.03e-03,0.052
2.04e-03,0.052
2.05e-03,0.028
2.06e-03,0.012
2.07e-03,0.028
2.08e-03,0.02
2.09e-03,0.004
2.10e-03,-0.004
2.11e-03,-0.004
2.12e-03,-0.028
2.13e-03,-0.036
2.14e-03,-0.06
2.15e-03,-0.052
2.16e-03,-0.076
2.17e-03,-0.076
2.18e-03,-0.092
2.19e-03,-0.084
2.20e-03,-0.084
2.21e-03,-0.092
2.22e-03,-0.124
2.23e-03,-0.14
2.24e-03,-0.148
2.25e-03,-0.172
2.26e-03,-0.156
2.27e-03,-0.18
2.28e-03,-0.18
2.29e-03,-0.188
2.30e-03,-0.204
2.31e-03,-0.212
2.32e-03,-0.204
2.33e-03,-0.228
2.34e-03,-0.236
2.35e-03,-0.236
2.36e-03,-0.26
2.37e-03,-0.252
2.38e-03,-0.252
2.39e-03,-0.26
2.40e-03,-0.276
2.41e-03,-0.292
2.42e-03,-0.3
2.43e-03,-0.3
2.44e-03,-0.316
2.45e-03,-0.308
2.46e-03,-0.316
2.47e-03,-0.324
2.48e-03,-0.324
2.49e-03,-0.348
2.50e-03,-0.348
2.51e-03,-0.34
2.52e-03,-0.364
2.53e-03,-0.388
2.54e-03,-0.388
2.55e-03,-0.38
2.56e-03,-0.388
2.57e-03,-0.404
2.58e-03,-0.404
2.59e-03,-0.42
2.60e-03,-0.42
2.61e-03,-0.404
2.62e-03,-0.42
2.63e-03,-0.436
2.64e-03,-0.436
2.65e-03,-0.42
2.66e-03,-0.428
2.67e-03,-0.444
2.68e-03,-0.436
2.69e-03,-0.444
2.70e-03,-0.428
2.71e-03,-0.452
2.72e-03,-0.452
2.73e-03,-0.46
2.74e-03,-0.452
2.75e-03,-0.476
2.76e-03,-0.484
2.77e-03,-0.468
2.78e-03,-0.492
2.79e-03,-0.468
2.80e-03,-0.468
2.81e-03,-0.468
2.82e-03,-0.476
2.83e-03,-0.484
2.84e-03,-0.492
2.85e-03,-0.484
2.86e-03,-0.5
2.87e-03,-0.492
2.88e-03,-0.484
2.89e-03,-0.476
2.90e-03,-0.484
2.91e-03,-0.5
2.92e-03,-0.492
2.93e-03,-0.492
2.94e-03,-0.492
2.95e-03,-0.492
2.96e-03,-0.484
2.97e-03,-0.492
2.98e-03,-0.5
2.99e-03,-0.484
3.00e-03,-0.476
3.01e-03,-0.492
3.02e-03,-0.492
3.03e-03,-0.492
3.04e-03,-0.492
3.05e-03,-0.492
3.06e-03,-0.484
3.07e-03,-0.476
3.08e-03,-0.476
3.09e-03,-0.46
3.10e-03,-0.484
3.11e-03,-0.468
3.12e-03,-0.46
3.13e-03,-0.46
3.14e-03,-0.452
3.15e-03,-0.452
3.16e-03,-0.468
3.17e-03,-0.452
3.18e-03,-0.436
3.19e-03,-0.428
3.20e-03,-0.444
3.21e-03,-0.42
3.22e-03,-0.428
3.23e-03,-0.428
3.24e-03,-0.436
3.25e-03,-0.428
3.26e-03,-0.42
3.27e-03,-0.404
3.28e-03,-0.396
3.29e-03,-0.404
3.30e-03,-0.372
3.31e-03,-0.372
3.32e-03,-0.372
3.33e-03,-0.38
3.34e-03,-0.364
3.35e-03,-0.364
3.36e-03,-0.348
3.37e-03,-0.332
3.38e-03,-0.348
3.39e-03,-0.316


